window_id,ts_q_cv,ts_q_mad_rel,ts_q_iqr_rel,ts_q_drift_rel,ts_q_tv_step_rel,ts_q_lag1,ts_q_start_over_plateau,ts_q_end_over_plateau,ts_q_plateau_cv,ts_q_spike_frac,ts_channel_cv_mean,ts_channel_cv_max,ts_channel_plateau_cv_mean,ts_channel_drift_abs_mean,ts_channel_tv_mean,ts_pair_corr_mean,ts_pair_corr_min,ts_diff_top_bottom_std,ts_diff_top_bottom_drift,ts_diff_inner_skew_std,ts_diff_inner_skew_drift,ts_diff_center_edge_std,ts_diff_center_edge_drift,ts_diff_alternating_std,ts_diff_alternating_drift
updated_20260609_home__20260609_155607,0.23600650868588646,0.004733604453411305,0.013631520432168918,-0.05195374421000268,0.01648947062682378,0.9846608051392465,-0.2033403217757137,-0.24614939313481732,0.005280299377443956,0.22535211267605634,0.23713137037414667,0.24020547929926342,0.013372364696957397,0.05201755772756058,0.025815883309231014,0.9961759910619692,0.9921940049624504,0.2976482060096911,-0.1009549620097913,0.27217154897352264,-0.2117176686429747,0.17183021039790658,0.00690423132960186,0.40036900771839884,0.11076270663318338
updated_20260609_home__20260609_161953,0.19520482824074745,0.00453605574673105,0.009229537046294532,-0.010929213890578196,0.018961745616052888,0.9666804973810746,-0.1411757783960068,-0.15141000997381904,0.019606946644873453,0.15384615384615385,0.1975201417020259,0.2022871455414034,0.031082274858114496,0.011374802089315884,0.02774664149520321,0.9745301467695777,0.940093804745723,0.15273785890891536,0.07859162890585175,0.19053083553572095,-0.10063946907308939,0.15603533433222078,0.103078318833998,0.2878725154866668,0.17923109797894113
updated_20260609_home__20260609_165100,0.18191439564746645,0.003903787379131589,0.007768257940054069,-0.0002891744213266464,0.014233270433868678,0.9686794836626547,-0.1267367490085448,-0.1233858286000068,0.004273128771548702,0.16042780748663102,0.18289504748684773,0.18512906676665286,0.013655871353429041,0.00392409557126769,0.024280913035178178,0.991996792348772,0.984932919318066,0.14725468673589096,0.03139197136624786,0.12791322518867257,0.016244672703309947,0.17831371888854022,0.12274574174500558,0.051187843068166844,0.015147298662937915
updated_20260609_home__20260609_171653,0.15470633036592182,0.004477592315545445,0.009161138817228609,-0.04245779967251121,0.012230260971462268,0.9480165964043373,-0.048543958292184164,-0.08558505764088997,0.004123005206792129,0.11946902654867257,0.15556828560956648,0.1582134047510799,0.015825262267285076,0.04228394829728836,0.024472843775323338,0.9853633938634546,0.971115416561506,0.11209863249910353,-0.04689337350976475,0.19183886799288893,-0.035439305103410125,0.10164927128188568,0.03249328701670696,0.28275092391227674,-0.011454068406354639
updated_20260609_home__20260609_174154,0.11496259535373454,0.0031248343107601233,0.006206257285770916,-0.012559109862185645,0.010148417905904466,0.900047521100051,-0.03615175600163967,-0.04793253091824956,0.003109944890792241,0.05442176870748299,0.11624276095873809,0.11838107844046056,0.016297242430669705,0.012710887353158399,0.022928067778316026,0.9721772322804284,0.9487363333538651,0.21264017121383824,-0.08838574083243327,0.08403043482792337,0.011511112231030293,0.054775871574091466,-0.015612090860224496,0.2832001453397124,-0.09989685306346358
updated_20260610_home__20260610_092743,0.3039507830421087,0.011067106310740073,0.06973838157178067,-0.20605703629383837,0.019412983473680145,0.9917789232060866,-0.27805395865456783,-0.47175927944085705,0.005361565538977536,0.2540983606557377,0.30604892883408286,0.3078696544910939,0.009900925632761088,0.2069162574711516,0.023914117887732737,0.9978520679397713,0.9954415502878364,0.5013642720213486,0.024558283445623445,0.18971700104694397,-0.16695406027841064,0.40099655431603703,0.1917289953262778,0.5431114562326201,0.1915123437240341
updated_20260610_home__20260610_095019,0.2728518470793612,0.0066516947404704286,0.033626286462093584,-0.003941964248410284,0.018631203668940582,0.9896642913395329,-0.31709533746035135,-0.31258363942012957,0.005139564765242517,0.248,0.27373008515612895,0.2761814991270471,0.009933697811593083,0.018473790848765232,0.023645021526587075,0.9970966057913895,0.9937965696808679,0.44811837974865837,0.19532338664030985,0.1542844947931909,0.08527496113001655,0.23307805455822134,0.23193958278106136,0.45368825459859236,0.11004842551029322
updated_20260610_home__20260610_102055,0.18570710377792607,0.0036770467028808965,0.007091668030324373,0.013084029963244294,0.013299254727276487,0.9862584895234654,-0.13932117726052284,-0.12741255503540394,0.004451236011632109,0.1,0.18662042053693795,0.19046781532468582,0.014314877989194008,0.01360616902252404,0.021347784448130583,0.9908527400923193,0.9848332695829337,0.1134516714251794,0.07592887089615706,0.0884188426493117,0.05549377682961181,0.0844274893449545,0.08888937520512911,0.08354474642440064,0.020435094066545256
updated_20260610_home__20260610_104537,0.18005135078898069,0.00471461177341958,0.009352535310418948,-0.01985517523093646,0.015515920553662545,0.9672322125881224,-0.10353415817745837,-0.11957499746099276,0.005374827582611127,0.08839779005524862,0.18058829438937637,0.18461772095955567,0.011768674712315456,0.02058993796067162,0.02255518869590928,0.991282292510925,0.9824422992579399,0.19245108936968136,0.15047979768295985,0.2988878179665067,0.001222370667858165,0.1788674416385211,0.1688354673340167,0.25344472966134746,0.14925742701510164
updated_20260610_home__20260610_110929,0.160560015325441,0.00646238368218682,0.014197385327509525,-0.0075052583516013035,0.013399835997764023,0.9539281513968542,-0.08286289129203395,-0.08674533775888893,0.006430048550436632,0.05714285714285714,0.16115511663019355,0.16240953952820106,0.01205053394727797,0.010558248269987304,0.02092602776953758,0.988723404468167,0.9811060263268756,0.15632088747197684,0.14990692682038495,0.15201856101569589,0.1435288327283807,0.08740837967373562,-0.008374645032887302,0.046162047105726224,0.006378094092004274
updated_20260610_home__20260610_131744,0.26480425489091874,0.01762534993079092,0.054834406910673636,-0.020151485571899795,0.02111911287021164,0.9886714543656219,-0.3032856997884328,-0.3100734715484482,0.013713022070271686,0.2184873949579832,0.2647602195816957,0.26677779722742173,0.016287556805092772,0.021486003002131243,0.02482448708249662,0.99741098473285,0.9945884207188168,0.2488928794634097,0.027330431698511688,0.33269530486652255,0.37840842429077426,0.21183407333422086,0.15176009809841112,0.4653902304723754,-0.3510779925922626
updated_20260610_home__20260610_133459,0.2485422578434947,0.00868228764359792,0.019435576412650982,0.04880474716239768,0.02054960418945893,0.986672531090401,-0.2930772720678416,-0.23906559406449546,0.01106038397617534,0.21774193548387097,0.2488906596430318,0.2504658846423698,0.01353194244904494,0.049676782270395396,0.023919978783033667,0.9970188701538449,0.9936683645524282,0.19221412868173696,0.2319191169959279,0.17609624537685353,0.22370677685844081,0.16777680243260615,0.08214161948260268,0.05544247930787583,0.008212340137487088
updated_20260610_home__20260610_142511,0.2106214791467552,0.005045958160746292,0.010136410724897777,0.0013900776900582451,0.016702981213410465,0.9864463616327649,-0.17120422911578714,-0.1696601400165706,0.005156105936915643,0.12021857923497267,0.21168921206281394,0.21556052634040088,0.014486867294715317,0.0072110577377689,0.024387130143215217,0.9928042740203006,0.9878278698683151,0.12587130826889142,0.07511132504845,0.14811292895432848,0.1283443482378355,0.13611798924803742,0.05659848312596864,0.10345022356588411,-0.05323302318938551
updated_20260610_home__20260610_151635,0.1597241614423278,0.004440099047694927,0.008657876845226488,-0.00236461215885574,0.013367258130862284,0.9576274899309652,-0.0885963034158056,-0.08923852237062857,0.00492951712720433,0.10176991150442478,0.16036588053864576,0.16405623924786605,0.011497796840332879,0.00901888775936471,0.020008408861328257,0.9895838710535394,0.9785535382502655,0.226125832645822,0.06243938304687244,0.1092216000275329,0.057877907176658805,0.12305699693462535,0.02462074429210562,0.16571294841313539,0.004561475870213612
updated_20260610_home__20260610_153802,0.13089707940555587,0.005497842407517097,0.010791614670090988,-0.017795835962182874,0.012740362657053247,0.9314201534089646,-0.04646726388341815,-0.06104889893500631,0.005800190449984544,0.05244755244755245,0.13175641330439233,0.13326242625509135,0.012595916362223259,0.0173372509942465,0.019771080573654683,0.9827049087026509,0.9665743684224625,0.2052708390248818,0.09525218200360339,0.14080238775751758,0.030224283027941768,0.060695197685235416,-0.024558004098803193,0.13246886718658327,0.06502789897566162
updated_20260610_home__20260610_164855,0.2730196993744522,0.005169044008897388,0.015601770181545916,-0.13052988235185428,0.01774153800278626,0.9888305047354584,-0.21326181850312753,-0.3326915191149128,0.0045802847252505614,0.20279720279720279,0.27388951960972485,0.27577296635237936,0.009437655721873443,0.1303046920499137,0.022122885164368587,0.9980416381478804,0.9955525892431591,0.4278947523575262,0.12584345973376,0.1986457076883452,-0.07829551095886439,0.1676548217879581,-0.014262055927697833,0.4741993216396683,0.20413897069262446
updated_20260610_home__20260610_171120,0.20988874594060816,0.004970567363932877,0.010280813663537506,0.03163381667869373,0.017578001898947638,0.9779644420104612,-0.20722755529548886,-0.17155905743921318,0.00449898019803975,0.19230769230769232,0.21102080270206955,0.21303173822969354,0.010556616270004347,0.03094414600528984,0.022884766692226593,0.9898953194110838,0.9803980377125312,0.22834330019223353,0.18381599801752635,0.08674187441023472,0.04485214315661318,0.16637446713338905,0.08250522031901619,0.17095922220453721,0.1389638548609132
